"RUA";"BAIRRO";"CIDADE";"CEP";"LATITUDE";"LONGITUDE"
" Rua César Casati";" Residencial Boa Vista";" Americana/SP";"13477-520";-22.742879;-47.303115
" Rua José Grassi";" São Luiz";" Americana/SP";"13477-560";-22.739718;-47.30313
" Rua João Rosa";" Santa Sofia";" Americana/SP";"13477-232";-22.731173;-47.303165
" Rua Um";" Parque Primavera";" Americana/SP";"13474-010";-22.72382;-47.303176
" Rua João Santarosa";" São Luiz";" Americana/SP";"13477-590";-22.737792;-47.303188
" Rua Paolo Dell Agnese";" São Luiz";" Americana/SP";"13477-550";-22.740705;-47.303367
" Rua Guimarães Rosa";" Antônio Zanaga";" Americana/SP";"13474-550";-22.701387;-47.303373
" Rua Francisco Galassi";" Vila Bertini";" Americana/SP";"13473-420";-22.723937;-47.303384
" Rua Franklin Távora";" Antônio Zanaga";" Americana/SP";"13474-541";-22.703469;-47.303454
" Rua Breno Accioly";" Antônio Zanaga";" Americana/SP";"13474-551";-22.700096;-47.303466
" Rua Santa Rita";" Vila Belvedere";" Americana/SP";"13473-040";-22.728461;-47.303519
" Rua Ivo Pícolli";" Jardim Progresso";" Americana/SP";"13477-190";-22.732665;-47.303525
" Rua da Seda Natural";" Salto Grande";" Americana/SP";"13474-773";-22.696908;-47.303555
" Rua Eugênio Bertini";" São Luiz";" Americana/SP";"13477-570";-22.736856;-47.30365
" Rua Jácomo Calheiros";" Vila Bertini";" Americana/SP";"13473-430";-22.7243;-47.303665
" Rua Xico Santeiro";" Antônio Zanaga";" Americana/SP";"13474-493";-22.703908;-47.303666
" Rua Giocondo Rosalem";" Vila Bertini";" Americana/SP";"13473-432";-22.722867;-47.303724
" Rua José Veríssimo";" Antônio Zanaga";" Americana/SP";"13474-544";-22.701115;-47.303735
" Rua Marques Rebelo";" Antônio Zanaga";" Americana/SP";"13474-552";-22.700377;-47.303864
" Rua Aderaldo Ferreira de Araújo";" Antônio Zanaga";" Americana/SP";"13474-534";-22.703024;-47.303865
" Rua Santa Carolina";" Vila Belvedere";" Americana/SP";"13473-080";-22.728787;-47.303868
" Rua Francisco de Cillo";" Vila Bertini";" Americana/SP";"13473-630";-22.726132;-47.303869
" Rua Catulo da Paixão Cearense";" Antônio Zanaga";" Americana/SP";"13474-491";-22.70471;-47.303879
" Rua Alarico Santa Rosa";" Campo Limpo";" Americana/SP";"13477-022";-22.744444;-47.303919
" Rua da Juta";" Salto Grande";" Americana/SP";"13474-772";-22.698472;-47.304036
" Avenida da Lã";" Salto Grande";" Americana/SP";"13474-761";-22.69987;-47.304065
" Rua Avelino Silveiro";" Vila Bertini";" Americana/SP";"13473-431";-22.722384;-47.304073
" Rua Domingos Meirelles";" Santa Sofia";" Americana/SP";"13477-231";-22.732462;-47.30413
" Rua Natal Minarello";" Residencial Boa Vista";" Americana/SP";"13477-500";-22.74206;-47.304132
" Rua Félicio Seleghini";" São Luiz";" Americana/SP";"13477-540";-22.741156;-47.304216
" Avenida Joaquim Boer";" Santa Cruz";" Americana/SP";"13477-360";-22.735312;-47.304256
" Rua Érico Veríssimo";" Antônio Zanaga";" Americana/SP";"13474-553";-22.70063;-47.304285
" Rua Filipe Camarão";" Antônio Zanaga";" Americana/SP";"13474-543";-22.702637;-47.304378
" Rua Humberto Casagrande";" São Luiz";" Americana/SP";"13477-530";-22.741235;-47.304388
" Rua Jesus Gonçalves";" Antônio Zanaga";" Americana/SP";"13474-542";-22.703944;-47.304482
" Rua São Gabriel";" Vila Belvedere";" Americana/SP";"13473-000";-22.730168;-47.304486
" Rua Santa Tereza";" Vila Belvedere";" Americana/SP";"13473-090";-22.728947;-47.304542
" Rua Joaquim Cardozo";" Antônio Zanaga";" Americana/SP";"13474-554";-22.700884;-47.304717
" Rua João Damiani";" Vila Bertini";" Americana/SP";"13473-440";-22.723464;-47.304741
" Rua Laura Scanavack Bonin";" Vila Bertini";" Americana/SP";"13473-442";-22.722005;-47.30475
" Rua Santa Odila";" Vila Belvedere";" Americana/SP";"13473-070";-22.728193;-47.304768
" Rua Pedro Mantovani";" Residencial Boa Vista";" Americana/SP";"13477-490";-22.741832;-47.304844
" Avenida Maria Luiza Urban Calligaris";" Vila Bertini";" Americana/SP";"13473-520";-22.723461;-47.304872
" Rua Alcides Maya";" Antônio Zanaga";" Americana/SP";"13474-540";-22.702991;-47.304953
" Rua Antônio Campana";" Jardim Progresso";" Americana/SP";"13477-210";-22.734238;-47.305096
" Rua José Romeiro Pereira";" Vila Bertini";" Americana/SP";"13473-441";-22.721619;-47.305152
" Rua Santa Lúcia";" Vila Belvedere";" Americana/SP";"13473-110";-22.729114;-47.305239
" Avenida Geraldo Gobbo";" Santa Cruz";" Americana/SP";"13477-410";-22.740465;-47.305287
" Avenida Marginal-Futura";" Recanto";" Americana/SP";"13478-704";-22.754283;-47.305347
" Rua Luiz Fae";" Residencial Boa Vista";" Americana/SP";"13477-510";-22.743826;-47.305463
" Rua José Dante Zanaga";" Jardim Progresso";" Americana/SP";"13477-180";-22.732278;-47.305473
" Avenida Graciliano Ramos";" Jardim Nossa Senhora Aparecida";" Americana/SP";"13474-480";-22.703531;-47.305535
" Rua Orlando Dei Santi";" Jardim América II";" Americana/SP";"13477-150";-22.730358;-47.305583
" Rua do Rami";" Salto Grande";" Americana/SP";"13474-771";-22.697747;-47.305599
" Rua Carmem Miranda";" Antônio Zanaga";" Americana/SP";"13474-555";-22.701417;-47.30568
" Rua D";" Loteamento Residencial Industrial João Santarosa";" Americana/SP";"13477-305";-22.73211;-47.305813
" Rua E";" Loteamento Residencial Industrial João Santarosa";" Americana/SP";"13477-304";-22.73211;-47.305813
" Rua G";" Loteamento Residencial Industrial João Santarosa";" Americana/SP";"13477-302";-22.73211;-47.305813
" Rua Maria Possente Jurgensen";" Loteamento Residencial Industrial João Santarosa";" Americana/SP";"13477-320";-22.73211;-47.305813
" Rua Santa Isabel";" Vila Belvedere";" Americana/SP";"13473-120";-22.72925;-47.305815
" Rua Valdemar Nogueira";" Balneário Riviera";" Americana/SP";"13476-792";-22.725513;-47.305815
" Rua Eugênio Gomes";" Antônio Zanaga";" Americana/SP";"13474-557";-22.701471;-47.305898
" Rua Eneida de Morais";" Antônio Zanaga";" Americana/SP";"13474-556";-22.70187;-47.305963
" Rua Vitório Mianti";" Jardim Progresso";" Americana/SP";"13477-140";-22.732908;-47.305963
" Avenida do Rayon Viscose";" Salto Grande";" Americana/SP";"13474-760";-22.699471;-47.305963
" Rua Daniel Boldrini";" Jardim Progresso";" Americana/SP";"13477-170";-22.732472;-47.306028
" Rua Jorge F. Gustavo Berggren";" Vila Bertini";" Americana/SP";"13473-426";-22.72112;-47.306045
" Rua Júpiter";" Jardim Alvorada";" Americana/SP";"13479-160";-22.757009;-47.306121
" Rua do Linho";" Salto Grande";" Americana/SP";"13474-762";-22.696624;-47.306127
" Rua Arno Tognetta";" Jardim Progresso";" Americana/SP";"13477-160";-22.733163;-47.306368
" Rua Santa Efigênia";" Vila Belvedere";" Americana/SP";"13473-130";-22.729397;-47.306396
" Avenida Ângelo Pascote";" Loteamento Industrial Nossa Senhora de Fátima";" Americana/SP";"13478-800";-22.752426;-47.306496
" Rua Antônio Paciuli";" Jardim Progresso";" Americana/SP";"13477-200";-22.734955;-47.306571
" Rua Luiz Nardo";" Santa Cruz";" Americana/SP";"13477-390";-22.738868;-47.306586
" Avenida Maria Quitéria";" Antônio Zanaga";" Americana/SP";"13474-560";-22.701106;-47.306598
" Avenida Paschoal Ardito";" Vila Belvedere";" Americana/SP";"13473-010";-22.727551;-47.306621
" Rua São Miguel";" Vila Belvedere";" Americana/SP";"13473-100";-22.728987;-47.306677
" Rua Galdina Guimarães Santarosa";" Santa Cruz";" Americana/SP";"13477-370";-22.737958;-47.306682
" Rua Viena";" Jardim Trípoli";" Americana/SP";"13478-887";-22.748064;-47.306772
" Avenida Engenheiro Edson José Bassette";" Jardim Trípoli";" Americana/SP";"13478-892";-22.748064;-47.306778
" Avenida Paris";" Jardim Trípoli";" Americana/SP";"13478-891";-22.748063;-47.306785
" Rua Berlim";" Jardim Trípoli";" Americana/SP";"13478-885";-22.748063;-47.306785
" Rua Bruxelas";" Jardim Trípoli";" Americana/SP";"13478-886";-22.748063;-47.306785
" Rua Buenos Aires";" Jardim Trípoli";" Americana/SP";"13478-884";-22.748063;-47.306785
" Rua Coimbra";" Jardim Trípoli";" Americana/SP";"13478-883";-22.748063;-47.306785
" Rua Lisboa";" Jardim Trípoli";" Americana/SP";"13478-890";-22.748063;-47.306785
" Rua Londres";" Jardim Trípoli";" Americana/SP";"13478-888";-22.748063;-47.306785
" Rua Montreal";" Jardim Trípoli";" Americana/SP";"13478-889";-22.748063;-47.306785
" Rua Santa Clara";" Vila Belvedere";" Americana/SP";"13473-140";-22.729552;-47.306959
" Rua Marte";" Jardim Alvorada";" Americana/SP";"13479-200";-22.758205;-47.30702
" Rua José Travaglia";" Jardim São Vito";" Americana/SP";"13473-250";-22.7255;-47.307022
" Rua Vicente Pavan";" Santa Cruz";" Americana/SP";"13477-431";-22.741667;-47.30712
" Rua do Nylon";" Salto Grande";" Americana/SP";"13474-770";-22.698073;-47.307186
" Rua Francisco Garbo";" Vila Mariana";" Americana/SP";"13473-386";-22.723139;-47.307383
" Rua Saturno";" Jardim Alvorada";" Americana/SP";"13479-150";-22.75737;-47.307398
" Rua Maria Joana Criveloni Abrahão";" Jardim Trípoli";" Americana/SP";"13478-882";-22.7472;-47.307407
" Rua Fernando Luiz Baldin";" Vila Bertini";" Americana/SP";"13473-422";-22.721422;-47.307467
" Rua Cometa";" Jardim Alvorada";" Americana/SP";"13479-201";-22.758322;-47.307606
" Rua do Polyester";" Salto Grande";" Americana/SP";"13474-764";-22.698578;-47.307656
" Rua Antônio Cia";" Santa Cruz";" Americana/SP";"13477-450";-22.740707;-47.307725
" Rua Joaquim Rocha Júnior";" Santa Cruz";" Americana/SP";"13477-480";-22.740812;-47.307734
" Rua Batista Dextro";" Campo Limpo";" Americana/SP";"13477-040";-22.736824;-47.307763
" Avenida Henrique Roberto Guilherme A. Brechmacher";" Jardim Brasil";" Americana/SP";"13474-140";-22.713412;-47.307802
" Rua Benedito Otávio de Campos";" Campo Limpo";" Americana/SP";"13477-060";-22.736377;-47.307803
" Rua Vécio José Alves";" Vila Mariana";" Americana/SP";"13473-382";-22.722186;-47.307851
" Rua do Carpinteiro";" Jardim Werner Plaas";" Americana/SP";"13478-730";-22.750597;-47.307952
" Rua do Metalúrgico";" Jardim Werner Plaas";" Americana/SP";"13478-720";-22.75062;-47.308061
" Rua Charles Fenley";" Vila Mariana";" Americana/SP";"13473-385";-22.718416;-47.308074
" Rua Joaquim Leitão";" Jardim América II";" Americana/SP";"13477-141";-22.732372;-47.30814
" Avenida Ângelo Pascote";" Industrial Sigisfredo Boer";" Americana/SP";"13478-825";-22.751706;-47.308178
" Rua Doutor Roberto Norris";" Vila Mariana";" Americana/SP";"13473-380";-22.717651;-47.30819
" Avenida Ângelo Pascote";" Jardim Werner Plaas";" Americana/SP";"13478-736";-22.753091;-47.308204
" Rua São Vito";" Santa Cruz";" Americana/SP";"13477-350";-22.738212;-47.308231
" Rua Ernesto Furini";" Vila Mariana";" Americana/SP";"13473-384";-22.719832;-47.308292
" Rua Olivindo Fonseca";" Vila Mariana";" Americana/SP";"13473-383";-22.721214;-47.308331
" Rua Onório Cardoso";" Campo Limpo";" Americana/SP";"13477-050";-22.73727;-47.308343
" Rua Francisco Sacilotto";" Loteamento Industrial Machadinho";" Americana/SP";"13478-680";-22.744469;-47.308343
" Rua São Judas Tadeu";" Vila Belvedere";" Americana/SP";"13473-153";-22.728871;-47.308343
" Rua Asteróides";" Jardim Alvorada";" Americana/SP";"13479-140";-22.757903;-47.30842
" Rua Luiz Panaro";" Santa Cruz";" Americana/SP";"13477-470";-22.740978;-47.308461
" Rua Valentim Feltrin";" Santa Cruz";" Americana/SP";"13477-440";-22.74077;-47.308505
" Rua Jorge F. Gustavo Berggren";" Vila Mariana";" Americana/SP";"13473-410";-22.721067;-47.308538
" Avenida José Fortunato Santon";" Salto Grande";" Americana/SP";"13474-750";-22.69827;-47.308539
" Rua Abelardo Fonseca";" Campo Limpo";" Americana/SP";"13477-070";-22.734394;-47.30854
" Rua Vicente C. Caravieri";" Jardim São Vito";" Americana/SP";"13473-230";-22.725323;-47.308621
" Rua do Acetato";" Salto Grande";" Americana/SP";"13474-763";-22.698986;-47.308693
" Avenida José Meneghel";" Industrial Sigisfredo Boer";" Americana/SP";"13478-826";-22.753244;-47.308719
" Rua Georges Moutran";" Jardim São Vito";" Americana/SP";"13473-270";-22.72593;-47.3088
" Rua Bruno Cia";" São Manoel";" Americana/SP";"13472-020";-22.730354;-47.308886
" Rua José Valentim Casati";" Campo Limpo";" Americana/SP";"13477-030";-22.7377;-47.308918
" Rua São Rafael";" Vila Belvedere";" Americana/SP";"13473-151";-22.730817;-47.308971
" Rua Olivindo Fonseca";" Vila Margarida";" Americana/SP";"13473-303";-22.721521;-47.309014
" Avenida do Algodão";" Salto Grande";" Americana/SP";"13474-780";-22.694873;-47.309019
" Rua São Paulo";" Vila Belvedere";" Americana/SP";"13473-150";-22.729669;-47.309019
" Rua Arthur Worschec";" Vila Margarida";" Americana/SP";"13473-290";-22.723635;-47.309099
" Rua Antônio Ortolano";" Campo Limpo";" Americana/SP";"13477-080";-22.734831;-47.309175
" Rua Luiz Geraldo Mirandola";" Santa Cruz";" Americana/SP";"13477-420";-22.741599;-47.309244
" Rua Luiz Mazoli";" Vila Mariana";" Americana/SP";"13473-381";-22.716281;-47.309292
" Rua do Tecelão";" Jardim Werner Plaas";" Americana/SP";"13478-721";-22.750946;-47.309309
" Rua Cândido Bertino";" Santa Cruz";" Americana/SP";"13477-430";-22.740879;-47.309319
" Rua Vécio José Alves";" Vila Margarida";" Americana/SP";"13473-300";-22.722393;-47.309319
" Rua Orozimbo Machado";" Jardim São Vito";" Americana/SP";"13473-260";-22.726136;-47.30933
" Rua Lua";" Jardim Alvorada";" Americana/SP";"13479-180";-22.756696;-47.309347
" Rua Luiz Mazoli";" Parque Residencial Jaguari";" Americana/SP";"13473-682";-22.716241;-47.309373
" Rua Antônio Gaiola";" Santa Cruz";" Americana/SP";"13477-460";-22.741506;-47.309415
" Rua Henrique Armond";" Jardim São Vito";" Americana/SP";"13473-220";-22.725535;-47.309427
" Rua Vécio José Alves";" Campo Verde";" Americana/SP";"13473-312";-22.722827;-47.309474
" Rua Mercúrio";" Jardim Alvorada";" Americana/SP";"13479-190";-22.757333;-47.30957
" Rua Charles Fenley";" Campo Verde";" Americana/SP";"13473-340";-22.719273;-47.30963
" Rua Antônio Fernandes Moreno";" Vila Mariana";" Americana/SP";"13473-400";-22.720587;-47.309652
" Rua Olivindo Fonseca";" Campo Verde";" Americana/SP";"13473-310";-22.721395;-47.309693
" Rua Luiz Possenti";" Campo Limpo";" Americana/SP";"13477-051";-22.737346;-47.309695
" Rua São Carlos";" Vila Belvedere";" Americana/SP";"13473-152";-22.729641;-47.309776
" Praça Irene Grazzi Gasparini";" Jardim Imperador";" Americana/SP";"13479-843";-22.736366;-47.309819
" Praça Lélio Henrique de Oliveira";" Jardim Imperador";" Americana/SP";"13479-824";-22.736356;-47.309819
" Rua Antônio Nunes";" Campo Limpo";" Americana/SP";"13477-090";-22.735032;-47.309856
" Rua Ernesto Furini";" Campo Verde";" Americana/SP";"13473-320";-22.720425;-47.309877
" Praça Milhem Abrão";" Vila Belvedere";" Americana/SP";"13473-149";-22.727557;-47.309972
" Praça Padre Gleiton Pinheiro de Miranda";" Campo Verde";" Americana/SP";"13473-311";-22.721043;-47.310043
" Rua Netuno";" Jardim Thelja";" Americana/SP";"13479-110";-22.758576;-47.310118
" Rua Fernando Luiz Baldin";" Vila Mariana";" Americana/SP";"13473-390";-22.721095;-47.310157
" Rua José Fogo";" Campo Verde";" Americana/SP";"13473-350";-22.72035;-47.310159
" Rua Manoel José do Nascimento";" Campo Limpo";" Americana/SP";"13477-130";-22.734579;-47.310256
" Rua Chucri Zogbi";" Jardim São Vito";" Americana/SP";"13473-280";-22.725273;-47.310361
" Rua do Marceneiro";" Jardim Werner Plaas";" Americana/SP";"13478-722";-22.751513;-47.310408
" Rua Sargento Décio Garcia";" Jardim São Vito";" Americana/SP";"13473-210";-22.723634;-47.310477
" Rua Plutão";" Jardim Thelja";" Americana/SP";"13479-100";-22.75908;-47.310487
" Rua João Missio";" Campo Limpo";" Americana/SP";"13477-100";-22.735033;-47.310571
" Rua do Sol";" Jardim Alvorada";" Americana/SP";"13479-170";-22.755712;-47.310591
" Rua Estéfano Tancredi";" Campo Verde";" Americana/SP";"13473-360";-22.719863;-47.310697
" Rua Romano Nardini";" Vila Israel";" Americana/SP";"13478-520";-22.744016;-47.310825
" Rua Francisco Garbo";" Vila Bertini";" Americana/SP";"13473-370";-22.721413;-47.310826
" Praça Antônio Marino";" Bosque da Saúde";" Americana/SP";"13478-519";-22.744271;-47.310852
" Rua Pastor Lázaro de Campos";" Vila Israel";" Americana/SP";"13478-531";-22.745471;-47.310852
" Rua Pedro Vaz de Campos";" Campo Limpo";" Americana/SP";"13477-110";-22.735811;-47.310855
" Rua Ernesto Furini";" Vila Margarida";" Americana/SP";"13473-305";-22.721036;-47.310926
" Praça Sofia Abrão";" Santa Sofia";" Americana/SP";"13477-239";-22.727829;-47.311047
" Rua Cruzeiro do Sul";" Jardim Thelja";" Americana/SP";"13479-130";-22.760425;-47.31106
" Rua do Serralheiro";" Jardim Werner Plaas";" Americana/SP";"13478-731";-22.751366;-47.311102
" Rua Félicio Canciani";" Campo Limpo";" Americana/SP";"13477-101";-22.733134;-47.31116
" Rua Antônio Pântano";" Jardim São Vito";" Americana/SP";"13473-190";-22.725486;-47.311173
" Rua Dionísio Rodrigues da Silva";" Campo Limpo";" Americana/SP";"13477-120";-22.733365;-47.311181
" Rua Ítalo Boschiero";" Campo Limpo";" Americana/SP";"13477-020";-22.736589;-47.311241
" Rua do Soldador";" Jardim Werner Plaas";" Americana/SP";"13478-723";-22.752436;-47.311415
" Rua Cuiabá";" Vila Nossa Senhora de Fátima";" Americana/SP";"13478-670";-22.74019;-47.311425
" Rua Pedro Boen";" Campo Limpo";" Americana/SP";"13477-023";-22.737076;-47.311436
" Rua das Galáxias";" Jardim Thelja";" Americana/SP";"13479-080";-22.759822;-47.311444
" Praça Maria Penélope Tonelli Sacoman";" Cariobinha";" Americana/SP";"13472-399";-22.725013;-47.311554
" Travessa Charles Hall";" Centro";" Americana/SP";"13465-290";-22.725002;-47.311554
" Rua Antônio Gonzalez Vazquez";" Bosque da Saúde";" Americana/SP";"13478-510";-22.743665;-47.311583
" Rua Jair Amorim";" Parque Residencial Jaguari";" Americana/SP";"13473-677";-22.717979;-47.311608
" Rua Via Láctea";" Jardim Alvorada";" Americana/SP";"13479-202";-22.757345;-47.311679
" Rua Ferrúcio Astorri";" Jardim São Vito";" Americana/SP";"13473-240";-22.722564;-47.311731
" Rua Paschoal Gobbo";" São Manoel";" Americana/SP";"13472-110";-22.727057;-47.311755
" Rua São Vito";" Vila Belvedere";" Americana/SP";"13473-160";-22.723669;-47.31187
" Rua Ataulfo Alves";" Parque Residencial Jaguari";" Americana/SP";"13473-676";-22.717303;-47.311872
" Rua do Mecânico";" Jardim Werner Plaas";" Americana/SP";"13478-724";-22.752361;-47.311923
" Rua Umberto Milani";" São Manoel";" Americana/SP";"13472-120";-22.728219;-47.311967
" Avenida da Lycra";" Salto Grande";" Americana/SP";"13474-781";-22.695479;-47.312075
" Rua do Eletricista";" Jardim Werner Plaas";" Americana/SP";"13478-733";-22.749922;-47.312096
" Rua Lázara Castelo B. Galante";" Bosque da Saúde";" Americana/SP";"13478-500";-22.744648;-47.312181
" Rua Orlando Dei Santi";" Campo Limpo";" Americana/SP";"13477-000";-22.732652;-47.312229
" Rua Antônio Foffa";" Vila Margarida";" Americana/SP";"13473-291";-22.724332;-47.312267
" Rua Professor José da Cunha Raposo";" Vila Margarida";" Americana/SP";"13473-293";-22.722936;-47.312327
" Rua Roviglio Bertini";" São Manoel";" Americana/SP";"13472-090";-22.729049;-47.312349
" Rua Curitiba";" Vila Nossa Senhora de Fátima";" Americana/SP";"13478-661";-22.740927;-47.312362
" Rua Goiânia";" Vila Nossa Senhora de Fátima";" Americana/SP";"13478-660";-22.739699;-47.312416
" Rua São Casemiro";" Jardim Nossa Senhora do Carmo";" Americana/SP";"13472-350";-22.725822;-47.312453
" Rua das Constelações";" Jardim Thelja";" Americana/SP";"13479-090";-22.759126;-47.312655
